Object Number,Is Highlight,Is Timeline Work,Is Public Domain,Object ID,Gallery Number,Department,AccessionYear,Object Name,Title,Culture,Period,Dynasty,Reign,Portfolio,Constituent ID,Artist Role,Artist Prefix,Artist Display Name,Artist Display Bio,Artist Suffix,Artist Alpha Sort,Artist Nationality,Artist Begin Date,Artist End Date,Artist Gender,Artist ULAN URL,Artist Wikidata URL,Object Date,Object Begin Date,Object End Date,Medium,Dimensions,Credit Line,Geography Type,City,State,County,Country,Region,Subregion,Locale,Locus,Excavation,River,Classification,Rights and Reproduction,Link Resource,Object Wikidata URL,Metadata Date,Repository,Tags,Tags AAT URL,Tags Wikidata URL
25.120.929,False,True,True,470921,,The Cloisters,1925,Painting,Panel with the Angel Appearing to Zacharias (from a Retable depicting Saint John the Baptist and scenes from his life),Spanish,,,,,16506,Artist, ,Domingo Ram,"Spanish, Aragon, active 1464–1507", ,"Ram, Domingo",Spanish,1464      ,1507      ,,http://vocab.getty.edu/page/ulan/500014489,https://www.wikidata.org/wiki/Q20829680,1464–1507,1464,1507,"Tempera on wood, gold ground","37 1/2 x 27 1/4 in. (95.3 x 69.2 cm)
Entire Retable: 139 x 100 in. (353.1 x 254 cm)","The Cloisters Collection, 1925",Made in,,,Aragon,Spain,,,,,,,Paintings-Panels,,http://www.metmuseum.org/art/collection/search/470921,https://www.wikidata.org/wiki/Q20200973,,"Metropolitan Museum of Art, New York, NY",Angels|Men|Saint John the Baptist|Saints,http://vocab.getty.edu/page/aat/300379004|http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/ia/901001056|http://vocab.getty.edu/page/aat/300150555,https://www.wikidata.org/wiki/Q235113|https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q40662|https://www.wikidata.org/wiki/Q43115
49.59.1,True,True,False,488315,902,Modern and Contemporary Art,1949,Painting,I Saw the Figure 5 in Gold,,,,,,16182,Artist, ,Charles Demuth,"American, Lancaster, Pennsylvania 1883–1935 Lancaster, Pennsylvania", ,"Demuth, Charles",American,1883      ,1935      ,,http://vocab.getty.edu/page/ulan/500004441,https://www.wikidata.org/wiki/Q380494,1928,1928,1928,"Oil, graphite, ink, and gold leaf on paperboard (Upson board)",35 1/2 × 30 in. (90.2 × 76.2 cm),"Alfred Stieglitz Collection, 1949",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/488315,https://www.wikidata.org/wiki/Q6622215,,"Metropolitan Museum of Art, New York, NY",Portraits,http://vocab.getty.edu/page/aat/300015637,https://www.wikidata.org/wiki/Q134307
22.100.52,True,False,True,447510,,Islamic Art,1922,Carpet,Mamluk Carpet,,,,,,,,,,,,,,,,,,,early 16th century,1500,1525,"Wool, (warp, weft and pile); asymmetrically knotted pile","Rug: H. 84 in. (213.4 cm)
          W. 105 in. (266.7 cm)","The James F. Ballard Collection, Gift of James F. Ballard, 1922",Attributed to,probably Cairo,,,probably Egypt,,,,,,,Textiles-Rugs,,http://www.metmuseum.org/art/collection/search/447510,https://www.wikidata.org/wiki/Q29385056,,"Metropolitan Museum of Art, New York, NY",,,
25.120.747,False,False,True,470973,011,The Cloisters,1925,Capital,Double Capital,French,,,,,,,,,,,,,,,,,,late 13th–early 14th century,1275,1325,Marble,Overall: 19 1/2 x 14 1/2 x 12 1/4 in. (49.5 x 36.8 x 31.1 cm),"The Cloisters Collection, 1925",Made in,,,,France,Pyrénées-Aquintaine,,,,,,Sculpture-Architectural,,http://www.metmuseum.org/art/collection/search/470973,https://www.wikidata.org/wiki/Q116252735,,"Metropolitan Museum of Art, New York, NY",Leaves,http://vocab.getty.edu/page/aat/300011892,https://www.wikidata.org/wiki/Q33971
1978.412.352,False,False,True,310368,,"Arts of Africa, Oceania, and the Americas",1978,Head,Memorial Head (Ntiri),Akan peoples,,,,,,,,,,,,,,,,,,17th century (?),1600,1700,Terracotta,H. 12 in. × W. 7 1/2 in. × D. 7 in. (30.5 × 19.1 × 17.8 cm),"The Michael C. Rockefeller Memorial Collection, Gift of Nelson A. Rockefeller, 1964",,Fomena (?),,,Ghana,Adanse traditional area,,,,,,Ceramics-Sculpture,,http://www.metmuseum.org/art/collection/search/310368,,,"Metropolitan Museum of Art, New York, NY",Heads,http://vocab.getty.edu/page/aat/300375054,https://www.wikidata.org/wiki/Q3409626
1974.149.46,True,False,True,452598,,Islamic Art,1974,Carpet,Salor Main Carpet,,,,,,,,,,,,,,,,,,,late 18th–early 19th century,1775,1825,"Wool (warp, weft, and pile), silk; asymmetrically knotted pile","Rug: H. 127 1/4 in. (323.2 cm)
         W. 97 3/4 in. (248.3 cm)","Bequest of Joseph V. McMullan, 1973",Attributed to,,,,Sothern Turkmenistan,Central Asia,,,,,,Textiles-Rugs,,http://www.metmuseum.org/art/collection/search/452598,https://www.wikidata.org/wiki/Q29385204,,"Metropolitan Museum of Art, New York, NY",,,
25.120.106,False,False,True,470656,003,The Cloisters,1925,Capital,Capital,French,,,,,,,,,,,,,,,,,,late 12th century,1171,1199,Stone,Overall: 11 x 11 x 9 1/2 in. (27.9 x 27.9 x 24.1 cm),"The Cloisters Collection, 1925",Made in,Roussillon,,,France,,,,,,,Sculpture-Architectural,,http://www.metmuseum.org/art/collection/search/470656,https://www.wikidata.org/wiki/Q116256087,,"Metropolitan Museum of Art, New York, NY",Leaves,http://vocab.getty.edu/page/aat/300011892,https://www.wikidata.org/wiki/Q33971
2003.343,False,False,True,503664,,Musical Instruments,2003,Clarinet in D,Clarinet in D,British,,,,,15546,Maker, ,Astor & Co.,1778–1831, ,Astor & Co., ,1778      ,1831      ,,,,1820 or 1821,1820,1821,"Ebony, ivory, sterling silver",L. 21 1/2 in. (54.6 cm),"Purchase, Robert Alonzo Lehman Bequest, 2003",,London,,England,United Kingdom,,,,,,,Aerophone-Reed Vibrated-single reed cylindrical,,http://www.metmuseum.org/art/collection/search/503664,,,"Metropolitan Museum of Art, New York, NY",,,
89.4.1567,False,False,True,503666,,Musical Instruments,1889,Portable Harp,Portable Harp,British,,,,,15511,Maker, ,Joseph George Morley,"British, London 1847–1922 London", ,"Morley, Joseph George",British,1847      ,1922      ,,,,late 19th century,1875,1899,"wood, various materials","Height: extreme: 114.0 cm
            length of pillar: 111.0
            above soundboard: 91.0 cm
Soundboard: resonating length: 89.5 cm
                      greatest width: 21.0 cm
Strings (sounding length): longest: 101.0 cm
                                          Shortest: 9.0 cm
                                          c2 (missing?)","The Crosby Brown Collection of Musical Instruments, 1889",,London,,England,United Kingdom,,,,,,,Chordophone-Harp,,http://www.metmuseum.org/art/collection/search/503666,,,"Metropolitan Museum of Art, New York, NY",,,
JP979,False,False,True,54858,231,Asian Art,1914,Print,喜多川歌麿画  山姥と金太郎 |Yamauba Combing Her Hair with Kintarō,Japan,Edo period (1615–1868),,,,1141,Artist, ,Kitagawa Utamaro,"Japanese, ca. 1754–1806", ,Kitagawa Utamaro,Japanese,1754      ,1806      ,,http://vocab.getty.edu/page/ulan/500054492,https://www.wikidata.org/wiki/Q272045,ca. 1801,1791,1811,Woodblock print (nishiki-e); ink and color on paper,H. 14 5/8 in. (37.1 cm); W. 10 in. (25.4 cm),"Gift of Estate of Samuel Isham, 1914",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/54858,,,"Metropolitan Museum of Art, New York, NY",Hair|Children|Mothers,http://vocab.getty.edu/page/aat/300400468|http://vocab.getty.edu/page/aat/300025945|http://vocab.getty.edu/page/aat/300025932,https://www.wikidata.org/wiki/Q28472|https://www.wikidata.org/wiki/Q7569|https://www.wikidata.org/wiki/Q7560
1997.219.3,False,False,True,503477,,Musical Instruments,1997,Clarinet in B-flat,Clarinet in B-flat,British,,,,,15502,Maker, ,Clementi & Co.,"British, London 1798–1828", ,Clementi & Co.,British,1798      ,1828      ,,,,ca. 1805,1795,1815,"Boxwood, ivory, brass",L. 66.6 cm (26-1/4 in.),"Gift of William J. Maynard, 1997",,London,,England,United Kingdom,,,,,,,Aerophone-Reed Vibrated-single reed cylindrical,,http://www.metmuseum.org/art/collection/search/503477,,,"Metropolitan Museum of Art, New York, NY",,,
47.106,True,True,False,488221,900,Modern and Contemporary Art,1947,Painting,Gertrude Stein,,,,,,16224,Artist, ,Pablo Picasso,"Spanish, Malaga 1881–1973 Mougins, France", ,"Picasso, Pablo",Spanish,1881      ,1973      ,,http://vocab.getty.edu/page/ulan/500009666,https://www.wikidata.org/wiki/Q5593,1905–6,1905,1906,Oil on canvas,39 3/8 × 32 in. (100 × 81.3 cm),"Bequest of Gertrude Stein, 1946
",,,,,,,,,,,,Paintings,"© 2023 Estate of Pablo Picasso / Artists Rights Society (ARS), New York",http://www.metmuseum.org/art/collection/search/488221,https://www.wikidata.org/wiki/Q860930,,"Metropolitan Museum of Art, New York, NY",Portraits|Women,http://vocab.getty.edu/page/aat/300015637|http://vocab.getty.edu/page/aat/300025943,https://www.wikidata.org/wiki/Q134307|https://www.wikidata.org/wiki/Q467
1999.270,False,False,True,26636,,Arms and Armor,1999,Sword guard (Tsuba),Sword Guard (Tsuba),"Japanese, Tokyo",,,,,1050,Fittings maker,Inscribed by,Joka,"Japanese, Tokyo, active late 18th–early 19th century",", after Yasuchika",Joka,Japanese,1750      ,1850      ,,,,early 19th century,1801,1850,"Iron, lacquer, gold",H. 3 1/4 in. (8.3 cm); W. 3 in. (7.6 cm),"Gift of Ryoichi Iida, 1999",,Tokyo,,,,,,,,,,Sword Furniture-Tsuba,,http://www.metmuseum.org/art/collection/search/26636,,,"Metropolitan Museum of Art, New York, NY",Animals,http://vocab.getty.edu/page/aat/300249525,https://www.wikidata.org/wiki/Q729
17.190.495a,False,True,True,464460,304,Medieval Art,1917,Plaque,Ivory Plaque with the Crucifixion,Ottonian,,,,,,,,,,,,,,,,,,ca. 1000,995,1005,Ivory with gilding,1 5/8 x 1 1/8 x 3/8 in. (4.1 x 2.8 x 0.9 cm),"Gift of J. Pierpont Morgan, 1917",Made in,Cologne,,,Germany,,,,,,,Ivories,,http://www.metmuseum.org/art/collection/search/464460,https://www.wikidata.org/wiki/Q116236478,,"Metropolitan Museum of Art, New York, NY",Crucifixion|Saints|Christ|Virgin Mary,http://vocab.getty.edu/page/aat/300404300|http://vocab.getty.edu/page/aat/300150555|http://vocab.getty.edu/page/ia/901000087|http://vocab.getty.edu/page/ia/901000032,https://www.wikidata.org/wiki/Q3235597|https://www.wikidata.org/wiki/Q43115|https://www.wikidata.org/wiki/Q642420|https://www.wikidata.org/wiki/Q345
17.190.704,False,False,True,464577,300,Medieval Art,1917,Temple pendant,"One of a Pair of Temple Pendants, with Confronted Birds (front) and Human Heads (back)",Kyivan Rus’,,,,,,,,,,,,,,,,,,11th–12th century,1000,1199,"Cloissonné enamels, electrum, pearls",Overall: 1 1/2 x 1 5/8 x 7/16 in. (3.8 x 4.1 x 1.1 cm),"Gift of J. Pierpont Morgan, 1917",Made in,Kyiv,,,Ukraine,,,,,,,Enamels-Cloisonné,,http://www.metmuseum.org/art/collection/search/464577,https://www.wikidata.org/wiki/Q116236466,,"Metropolitan Museum of Art, New York, NY",Birds|Heads,http://vocab.getty.edu/page/aat/300266506|http://vocab.getty.edu/page/aat/300375054,https://www.wikidata.org/wiki/Q5113|https://www.wikidata.org/wiki/Q3409626
32.100.284,False,False,True,467492,304,Medieval Art,1932,Pyx,Pyx,French,,,,,,,,,,,,,,,,,,ca. 1250–1300,1250,1300,"Copper: engraved and gilt, champlevé enamel: medium blue, red, and white",Overall: 4 x 3 1/4 x 2 11/16 in. (10.1 x 8.3 x 6.8 cm),"The Friedsam Collection, Bequest of Michael Friedsam, 1931",Made in,Limoges,,,France,,,,,,,Enamels-Champlevé,,http://www.metmuseum.org/art/collection/search/467492,https://www.wikidata.org/wiki/Q116280986,,"Metropolitan Museum of Art, New York, NY",Cross,http://vocab.getty.edu/page/aat/300235443,https://www.wikidata.org/wiki/Q40843
17.190.707,False,False,True,464580,300,Medieval Art,1917,Temple pendant,"One of a Pair of Temple Pendants, with Busts of Male Saints Holding Martyr's Cross (front) and Leaf and Rosette Motifs (back)",Kyivan Rus’,,,,,,,,,,,,,,,,,,11th–12th century,1000,1199,"Cloisonné enamel, gold",Overall: 2 1/8 x 1 7/8 x 9/16 in. (5.4 x 4.8 x 1.5 cm),"Gift of J. Pierpont Morgan, 1917",Made in,Kyiv,,,Ukraine,,,,,,,Enamels-Cloisonné,,http://www.metmuseum.org/art/collection/search/464580,https://www.wikidata.org/wiki/Q116236463,,"Metropolitan Museum of Art, New York, NY",Men|Saints,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300150555,https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q43115
17.190.49,False,True,True,464454,304,Medieval Art,1917,Plaque,Plaque with the Virgin Mary as a Personification of the Church,Carolingian,,,,,,,,,,,,,,,,,,ca. 800–825,800,825,Ivory,Overall: 8 11/16 x 5 11/16 x 5/16 in. (22 x 14.5 x 0.8 cm),"Gift of J. Pierpont Morgan, 1917",Made in,Aachen,,,Germany,,,,,,,Ivories,,http://www.metmuseum.org/art/collection/search/464454,https://www.wikidata.org/wiki/Q116236479,,"Metropolitan Museum of Art, New York, NY",Virgin Mary,http://vocab.getty.edu/page/ia/901000032,https://www.wikidata.org/wiki/Q345
17.190.489,False,True,True,464453,306,Medieval Art,1917,Altarpiece,Altarpiece,North Italian,,,,,16358,Artist, ,Baldassare degli Embriachi,"Italian, active 1390–1409", ,"Embriachi, Baldassare degli",Italian,1390      ,1409      ,,http://vocab.getty.edu/page/ulan/500078881,https://www.wikidata.org/wiki/Q2880657,ca. 1390–1400,1390,1400,"Bone framed with intarsia and horn, traces of paint and gilding",without wooden base: 50 1/2 x 60 1/2 in.  (128.3 x 153.7 cm),"Gift of J. Pierpont Morgan, 1917",,,,,,,,,,,,Bone,,http://www.metmuseum.org/art/collection/search/464453,https://www.wikidata.org/wiki/Q116272517,,"Metropolitan Museum of Art, New York, NY",Saint John the Baptist|Saint John the Evangelist|Crucifixion|Nativity|Annunciation|Bearing the Cross|Christ,http://vocab.getty.edu/page/ia/901001056|http://vocab.getty.edu/page/ia/901001171|http://vocab.getty.edu/page/aat/300404300|http://vocab.getty.edu/page/ia/901000124|http://vocab.getty.edu/page/aat/300412102|http://vocab.getty.edu/page/ia/901001193|http://vocab.getty.edu/page/ia/901000087,https://www.wikidata.org/wiki/Q40662|https://www.wikidata.org/wiki/Q328804|https://www.wikidata.org/wiki/Q3235597|https://www.wikidata.org/wiki/Q51628|https://www.wikidata.org/wiki/Q154326|https://www.wikidata.org/wiki/Q3399226|https://www.wikidata.org/wiki/Q642420
JP981,False,False,True,54859,231,Asian Art,1914,Print,喜多川歌麿画  山姥と金太郎|Yamauba Playing with Kintarō,Japan,Edo period (1615–1868),,,,1141,Artist, ,Kitagawa Utamaro,"Japanese, ca. 1754–1806", ,Kitagawa Utamaro,Japanese,1754      ,1806      ,,http://vocab.getty.edu/page/ulan/500054492,https://www.wikidata.org/wiki/Q272045,ca. 1795,1795,1805,Woodblock print (nishiki-e); ink and color on paper,H. 14 1/4 in. (36.2 cm); W. 9 in. (22.9 cm),"Gift of Estate of Samuel Isham, 1914",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/54859,,,"Metropolitan Museum of Art, New York, NY",Children|Women|Playing,http://vocab.getty.edu/page/aat/300025945|http://vocab.getty.edu/page/aat/300025943| ,https://www.wikidata.org/wiki/Q7569|https://www.wikidata.org/wiki/Q467|https://www.wikidata.org/wiki/Q1150958
29.100.1011,False,False,True,34422,380,Arms and Armor,1929,秋草に鹿図鐔 Sword guard (<i>Tsuba</i>),秋草に鹿図鐔 Sword Guard (&lt;i&gt;Tsuba&lt;/i&gt;),Japanese,,,,,1121,Fittings maker, ,紫原壽良画 Murasakibara Toshiyoshi,"Japanese, born 1829", ,Murasakibara Toshiyoshi,Japanese,1865      ,1884      ,,(not assigned),https://www.wikidata.org/wiki/Q63072519,19th century,1801,1900,"Copper, copper-silver alloy (<i>shibuichi</i>), copper-gold alloy (<i>shakudō</i>), gold, silver",H. 2 3/4 in. (7 cm); W. 2 3/8 in. (6 cm); thickness 3/16 in. (0.5 cm); Wt. 3.6 oz. (102.1 g),"H. O. Havemeyer Collection, Bequest of Mrs. H. O. Havemeyer, 1929",,,,,,,,,,,,Sword Furniture-Tsuba,,http://www.metmuseum.org/art/collection/search/34422,https://www.wikidata.org/wiki/Q116240922,,"Metropolitan Museum of Art, New York, NY",Bats|Deer,http://vocab.getty.edu/page/aat/300310335|http://vocab.getty.edu/page/aat/300250308,https://www.wikidata.org/wiki/Q28425|https://www.wikidata.org/wiki/Q685795
89.4.3518,False,False,True,502962,684,Musical Instruments,1889,Pottery Whistle,Pottery Whistle,Costa Rican,Pre-Columbian,,,,,,,,,,,,,,,,,ca. 800–1525,800,1525,Clay,"2 7/8 × 3 1/2 × 2 7/8 in., 3.139oz. (7.3 × 8.9 × 7.3 cm, 89g)","The Crosby Brown Collection of Musical Instruments, 1889",,,,,Costa Rica,Diquis Region,,,,,,Aerophone-Whistle Flute-whistle,,http://www.metmuseum.org/art/collection/search/502962,https://www.wikidata.org/wiki/Q116272859,,"Metropolitan Museum of Art, New York, NY",Birds,http://vocab.getty.edu/page/aat/300266506,https://www.wikidata.org/wiki/Q5113
55.166,False,True,True,470617,020,The Cloisters,1955,Statue,Saint Barbara,German,,,,,,,,,,,,,,,,,,ca. 1490,1490,1490,Limewood with paint,"50 1/4 × 17 × 13 1/4 in., 63 lb. (127.6 × 43.2 × 33.7 cm, 28576.613g)","The Cloisters Collection, 1955",Made in,probably Strasbourg,,Alsace,present-day France,,,,,,,Sculpture,,http://www.metmuseum.org/art/collection/search/470617,https://www.wikidata.org/wiki/Q20200953,,"Metropolitan Museum of Art, New York, NY",Women|Saints,http://vocab.getty.edu/page/aat/300025943|http://vocab.getty.edu/page/aat/300150555,https://www.wikidata.org/wiki/Q467|https://www.wikidata.org/wiki/Q43115
48.79.3,False,False,True,227311,553,European Sculpture and Decorative Arts,1948,Piece,Panel with mythological figures and arabesques,"French, Lyons",,,,,1636104489,Maker|Manufactory,Style of|Manufactured by,Jean Démosthène Dugourc|Camille Pernon,"French, Versailles 1749–1825 Paris|French, 1753–1808", | ,"Dugourc, Jean Démosthène|Pernon, Camille",French|French,1749      |1753      ,1825      |1808      ,|,http://vocab.getty.edu/page/ulan/500016967|http://vocab.getty.edu/page/ulan/500239937,https://www.wikidata.org/wiki/Q3165352|https://www.wikidata.org/wiki/Q30727887,ca. 1795,1790,1800,Silk ,"L. 116 1/2 x W. 21 inches
295.9 x 53.3 cm","Rogers Fund, 1948",,,,,,,,,,,,Textiles-Woven,,http://www.metmuseum.org/art/collection/search/227311,https://www.wikidata.org/wiki/Q116306706,,"Metropolitan Museum of Art, New York, NY",Birds|Lions|Putti|Satyrs|Horses,http://vocab.getty.edu/page/aat/300266506|http://vocab.getty.edu/page/aat/300310388|http://vocab.getty.edu/page/aat/300250465|http://vocab.getty.edu/page/aat/300379732|http://vocab.getty.edu/page/aat/300250148,https://www.wikidata.org/wiki/Q5113|https://www.wikidata.org/wiki/Q140|https://www.wikidata.org/wiki/Q284865|https://www.wikidata.org/wiki/Q163709|https://www.wikidata.org/wiki/Q726
"2003.381a, b",False,False,True,503683,,Musical Instruments,2003,Concertina,Concertina,British,,,,,15502,Maker, ,Charles Wheatstone,1802–1875, ,"Wheatstone, Charles",British,1802      ,1875      ,,http://vocab.getty.edu/page/ulan/500080851,https://www.wikidata.org/wiki/Q156942,1855–60,1855,1860,"Mahogany (?), leather, paper, metal (brass, nickel-silver)",H. 15.2 x W. 11.4 x D. 12.7 cm (6 x 4 1/2 x 5 in.),"Purchase, Robert Alonzo Lehman Bequest, 2003
",,London,,England,United Kingdom,,,,,,,Aerophone-Free Reed-concertina / accordion,,http://www.metmuseum.org/art/collection/search/503683,,,"Metropolitan Museum of Art, New York, NY",,,
JP982,False,False,True,54860,231,Asian Art,1914,Print,喜多川歌麿画  山姥と金太郎|Yamauba Tying Kintarō’s Topknot,Japan,Edo period (1615–1868),,,,1141,Artist, ,Kitagawa Utamaro,"Japanese, ca. 1754–1806", ,Kitagawa Utamaro,Japanese,1754      ,1806      ,,http://vocab.getty.edu/page/ulan/500054492,https://www.wikidata.org/wiki/Q272045,ca. 1795,1785,1805,Woodblock print (nishiki-e); ink and color on paper,H. 15 1/8 in. (38.4 cm); W. 9 3/8 in. (23.8 cm),"Gift of Estate of Samuel Isham, 1914",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/54860,,,"Metropolitan Museum of Art, New York, NY",Hair|Boys|Women|Mirrors,http://vocab.getty.edu/page/aat/300400468|http://vocab.getty.edu/page/aat/300247598|http://vocab.getty.edu/page/aat/300025943|http://vocab.getty.edu/page/aat/300037682,https://www.wikidata.org/wiki/Q28472|https://www.wikidata.org/wiki/Q3010|https://www.wikidata.org/wiki/Q467|https://www.wikidata.org/wiki/Q35197
10.177.1,False,False,True,456101,458,Islamic Art,1910,Capital,Capital with Putti Holding Wreaths and with Acanthus Leaves,,,,,,,,,,,,,,,,,,,second half 4th century,350,399,Limestone; carved in relief,"H. 19 5/16 in. (49 cm)
Max. W. 22 13/16 in. (58 cm)
Wt. 217 lbs. (98.4 kg)","Rogers Fund, 1910",Found,Hibis,,,Egypt,Kharga Oasis,,,,,,Sculpture,,http://www.metmuseum.org/art/collection/search/456101,,,"Metropolitan Museum of Art, New York, NY",Putti,http://vocab.getty.edu/page/aat/300250465,https://www.wikidata.org/wiki/Q284865
1978.412.1558a-d,True,True,False,310454,,"Arts of Africa, Oceania, and the Americas",1978,Gable figure,Gable Figure (Dilukai),Belauan,,,,,,,,,,,,,,,,,,late 19th–early 20th century,1800,1950,"Wood, paint",H. 26 in. × W. 38 in. × D. 10 1/4 in. (66 × 96.5 × 26 cm),"The Michael C. Rockefeller Memorial Collection, Gift of Nelson A. Rockefeller, and Purchase, Nelson A. Rockefeller Gift, 1970",,,,,Republic of Palau,Caroline Islands,,,,,,Wood-Sculpture,,http://www.metmuseum.org/art/collection/search/310454,,,"Metropolitan Museum of Art, New York, NY",Women,http://vocab.getty.edu/page/aat/300025943,https://www.wikidata.org/wiki/Q467
30.113.5,False,False,True,471058,010,The Cloisters,1930,Panel,Heraldic Panel of Barbara von Zimmern,German,,,,,,,,,,,,,,,,,,1518,1518,1518,"Pot-metal glass, white glass, vitreous paint, silver stain, colored enamel",Overall: 24 x 16 1/2 in. (61 x 41.9 cm),"The Cloisters Collection, 1930",Made in,Sulz am Neckar,,Swabia,Germany,,,,,,,Glass-Stained,,http://www.metmuseum.org/art/collection/search/471058,https://www.wikidata.org/wiki/Q20201064,,"Metropolitan Museum of Art, New York, NY",Coat of Arms|Women,http://vocab.getty.edu/page/aat/300126352|http://vocab.getty.edu/page/aat/300025943,https://www.wikidata.org/wiki/Q14659|https://www.wikidata.org/wiki/Q467
